"Fahrzeug";"Beleg";"Zeitpunkt";"Buchungsart";"Zahlungsmittel";"Belegtext";"Gesamt";"10%";"20%";"Fahrtkosten";"Trinkgeld";"Umsatz";"Durchl√§ufer";"Taxameterumsatz";"Status";"Bemerkung"
"8036 ";" 0437";"20.05.2025 15:41";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0438";"20.05.2025 17:25";"Pinpad-Zahlung";"Pinpad EuroCard 579999";"Personenfahrt";"30,40";"2,76";;"27,64";;"30,40";;;"SIGNIERT Exportiert ";""
"8036 ";" 0439";"20.05.2025 18:55";"Pinpad-Zahlung";"Pinpad Amex 380958";"Personenfahrt";"26,60";"2,42";;"24,18";;"26,60";;;"SIGNIERT Exportiert ";""
"8036 ";" 0440";"21.05.2025 08:04";"Barbeleg";"  ";"Personenfahrt";"15,00";"1,36";;"13,64";;"15,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0441";"21.05.2025 09:01";"Pinpad-Zahlung";"Pinpad EuroCard 654388";"Personenfahrt";"21,00";"1,91";;"19,09";;"21,00";;;"SIGNIERT Exportiert ";""
"8036 ";" 0442";"21.05.2025 18:31";"Barbeleg";"  ";"Personenfahrt";"13,40";"1,22";;"12,18";;"13,40";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0443";"22.05.2025 07:43";"Pinpad-Zahlung";"Pinpad VISA 027879";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Exportiert ";""
"8036 ";" 0444";"22.05.2025 15:58";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0445";"22.05.2025 18:53";"Pinpad-Zahlung";"Pinpad EuroCard 838249";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Exportiert ";""
"8036 ";" 0446";"23.05.2025 07:17";"Barbeleg";"  ";"Personenfahrt";"8,00";"0,73";;"7,27";;"8,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0447";"23.05.2025 08:34";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0448";"23.05.2025 10:52";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0449";"24.05.2025 11:18";"Barbeleg";"  ";"Personenfahrt";"9,00";"0,82";;"8,18";;"9,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0450";"24.05.2025 14:16";"Pinpad-Zahlung";"Pinpad VISA 041450";"Personenfahrt";"19,20";"1,75";;"17,45";;"19,20";;;"SIGNIERT Exportiert ";""
"8036 ";" 0451";"24.05.2025 14:49";"Barbeleg";"  ";"Personenfahrt";"11,00";"1,00";;"10,00";;"11,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0452";"24.05.2025 17:57";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0893";"19.05.2025 07:57";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0894";"19.05.2025 09:04";"Pinpad-Zahlung";"Pinpad EuroCard 536831";"Personenfahrt";"33,80";"2,71";;"27,09";"4,00";"33,80";;;"SIGNIERT Exportiert ";""
"7846 ";" 0895";"19.05.2025 11:55";"Pinpad-Zahlung";"Pinpad EuroCard 360298";"Personenfahrt";"13,40";"1,04";;"10,36";"2,00";"13,40";;;"SIGNIERT Exportiert ";""
"7846 ";" 0896";"19.05.2025 13:20";"PaymentService-Zahlung";"APP-PAYMENT 4010V1878553";"Personenfahrt";"7,30";"0,66";;"6,64";;"7,30";;;"SIGNIERT Exportiert ";""
"7846 ";" 0897";"20.05.2025 08:59";"Pinpad-Zahlung";"Pinpad EuroCard 097388";"Personenfahrt";"44,00";"4,00";;"40,00";;"44,00";;;"SIGNIERT Exportiert ";""
"7846 ";" 0898";"20.05.2025 11:39";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,27";;"22,73";;"25,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0899";"20.05.2025 17:02";"Barbeleg";"  ";"Personenfahrt";"24,00";"2,18";;"21,82";;"24,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0900";"20.05.2025 17:53";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,67";;"16,73";"1,60";"20,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0901";"20.05.2025 18:00";"Barbeleg";"  ";"Personenfahrt";"15,80";"1,44";;"14,36";;"15,80";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0902";"21.05.2025 08:08";"Barbeleg";"  ";"Personenfahrt";"21,00";"1,91";;"19,09";;"21,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0903";"21.05.2025 09:43";"Pinpad-Zahlung";"Pinpad EuroCard 207477";"Personenfahrt";"22,00";"2,00";;"20,00";;"22,00";;;"SIGNIERT Exportiert ";""
"7846 ";" 0904";"21.05.2025 16:32";"Barbeleg";"  ";"Personenfahrt";"33,00";"2,62";;"26,18";"4,20";"33,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0905";"22.05.2025 07:38";"Barbeleg";"  ";"Personenfahrt";"13,90";"1,26";;"12,64";;"13,90";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0906";"22.05.2025 08:09";"Pinpad-Zahlung";"Pinpad VISA 917620";"Personenfahrt";"17,60";"1,60";;"16,00";;"17,60";;;"SIGNIERT Exportiert ";""
"7846 ";" 0907";"22.05.2025 08:56";"Barbeleg";"  ";"Personenfahrt";"10,80";"0,98";;"9,82";;"10,80";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0908";"22.05.2025 08:57";"Barbeleg";"  ";"Personenfahrt";"13,60";"1,24";;"12,36";;"13,60";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0909";"22.05.2025 09:57";"Barbeleg";"  ";"Personenfahrt";"15,80";"1,44";;"14,36";;"15,80";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0910";"22.05.2025 15:14";"Barbeleg";"  ";"Personenfahrt";"10,80";"0,98";;"9,82";;"10,80";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0911";"22.05.2025 15:52";"Pinpad-Zahlung";"Pinpad EuroCard 137101";"Personenfahrt";"29,00";"2,44";;"24,36";"2,20";"29,00";;;"SIGNIERT Exportiert ";""
"7846 ";" 0912";"22.05.2025 16:27";"Barbeleg";"  ";"Personenfahrt";"12,80";"1,16";;"11,64";;"12,80";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0913";"22.05.2025 16:53";"Pinpad-Zahlung";"Pinpad EuroCard 806837";"Personenfahrt";"10,00";"0,80";;"8,00";"1,20";"10,00";;;"SIGNIERT Exportiert ";""
"7846 ";" 0914";"22.05.2025 17:45";"Barbeleg";"  ";"Personenfahrt";"36,00";"3,16";;"31,64";"1,20";"36,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0915";"22.05.2025 18:03";"Barbeleg";"  ";"Personenfahrt";"11,80";"1,07";;"10,73";;"11,80";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0916";"23.05.2025 07:58";"Barbeleg";"  ";"Personenfahrt";"49,00";"4,45";;"44,55";;"49,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0917";"23.05.2025 09:22";"Barbeleg";"  ";"Personenfahrt";"17,20";"1,56";;"15,64";;"17,20";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0918";"23.05.2025 16:32";"Pinpad-Zahlung";"Pinpad EuroCard 063285";"Personenfahrt";"50,00";"4,44";;"44,36";"1,20";"50,00";;;"SIGNIERT Exportiert ";""
"7846 ";" 0919";"23.05.2025 18:10";"Barbeleg";"  ";"Personenfahrt";"18,80";"1,71";;"17,09";;"18,80";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0920";"24.05.2025 09:21";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"7846 ";" 0921";"24.05.2025 10:59";"PaymentService-Zahlung";"APP-PAYMENT 4010V1886516";"Personenfahrt";"39,00";"3,55";;"35,45";;"39,00";;;"SIGNIERT Exportiert ";""
"7846 ";" 0922";"24.05.2025 11:28";"Pinpad-Zahlung";"Pinpad EuroCard 875565";"Personenfahrt";"17,00";"1,55";;"15,45";;"17,00";;;"SIGNIERT Exportiert ";""
"7846 ";" 0923";"24.05.2025 12:23";"Pinpad-Zahlung";"Pinpad VISA 610562";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Exportiert ";""
"700 ";" 0553";"22.05.2025 23:55";"Barbeleg";"  ";"Personenfahrt";"14,30";"1,30";;"13,00";;"14,30";;;"SIGNIERT Gespeichert ";""
"700 ";" 0554";"23.05.2025 00:39";"Pinpad-Zahlung";"Pinpad EuroCard 927360";"Personenfahrt";"1,00";"0,09";;"0,91";;"1,00";;;"SIGNIERT Exportiert ";""
"700 ";" 0555";"23.05.2025 01:18";"Pinpad-Zahlung";"Pinpad EuroCard 786241";"Personenfahrt";"19,90";"1,81";;"18,09";;"19,90";;;"SIGNIERT Exportiert ";""
"700 ";" 0556";"23.05.2025 02:05";"Barbeleg";"  ";"Personenfahrt";"38,60";"3,51";;"35,09";;"38,60";;;"SIGNIERT Gespeichert ";""
"700 ";" 0557";"23.05.2025 03:05";"Barbeleg";"  ";"Personenfahrt";"36,70";"3,34";;"33,36";;"36,70";;;"SIGNIERT Gespeichert ";""
"700 ";" 0558";"23.05.2025 03:29";"Barbeleg";"  ";"Personenfahrt";"18,90";"1,72";;"17,18";;"18,90";;;"SIGNIERT Gespeichert ";""
"700 ";" 0559";"24.05.2025 13:23";"Barbeleg";"  ";"Personenfahrt";"11,00";"1,00";;"10,00";;"11,00";;;"SIGNIERT Gespeichert ";""
"700 ";" 0560";"24.05.2025 13:59";"Barbeleg";"  ";"Personenfahrt";"12,40";"1,13";;"11,27";;"12,40";;;"SIGNIERT Gespeichert ";""
"700 ";" 0561";"24.05.2025 14:40";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,82";;"18,18";;"20,00";;;"SIGNIERT Gespeichert ";""
"700 ";" 0562";"24.05.2025 15:23";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"700 ";" 0563";"24.05.2025 16:37";"Barbeleg";"  ";"Personenfahrt";"25,40";"2,31";;"23,09";;"25,40";;;"SIGNIERT Gespeichert ";""
"700 ";" 0564";"24.05.2025 17:56";"Barbeleg";"  ";"Personenfahrt";"7,20";"0,65";;"6,55";;"7,20";;;"SIGNIERT Gespeichert ";""
"700 ";" 0565";"24.05.2025 18:26";"Barbeleg";"  ";"Personenfahrt";"10,30";"0,94";;"9,36";;"10,30";;;"SIGNIERT Gespeichert ";""
"700 ";" 0566";"24.05.2025 20:08";"Barbeleg";"  ";"Personenfahrt";"24,90";"2,26";;"22,64";;"24,90";;;"SIGNIERT Gespeichert ";""
"700 ";" 0567";"24.05.2025 20:34";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,82";;"18,18";;"20,00";;;"SIGNIERT Gespeichert ";""
"700 ";" 0568";"24.05.2025 22:26";"Barbeleg";"  ";"Personenfahrt";"6,60";"0,60";;"6,00";;"6,60";;;"SIGNIERT Gespeichert ";""
"700 ";" 0569";"24.05.2025 23:12";"Barbeleg";"  ";"Personenfahrt";"23,20";"2,11";;"21,09";;"23,20";;;"SIGNIERT Gespeichert ";""
"700 ";" 0570";"24.05.2025 23:53";"Barbeleg";"  ";"Personenfahrt";"8,40";"0,76";;"7,64";;"8,40";;;"SIGNIERT Gespeichert ";""
"700 ";" 0571";"25.05.2025 00:40";"Barbeleg";"  ";"Personenfahrt";"18,00";"1,64";;"16,36";;"18,00";;;"SIGNIERT Gespeichert ";""
"700 ";" 0572";"25.05.2025 01:12";"Pinpad-Zahlung";"Pinpad EuroCard 859427";"Personenfahrt";"28,00";"2,55";;"25,45";;"28,00";;;"SIGNIERT Exportiert ";""
"700 ";" 0573";"25.05.2025 02:13";"Pinpad-Zahlung";"Pinpad EuroCard 904865";"Personenfahrt";"19,30";"1,75";;"17,55";;"19,30";;;"SIGNIERT Exportiert ";""
"700 ";" 0574";"25.05.2025 05:25";"Barbeleg";"  ";"Personenfahrt";"6,00";"0,55";;"5,45";;"6,00";;;"SIGNIERT Gespeichert ";""
"700 ";" 0575";"25.05.2025 17:58";"Barbeleg";"  ";"Personenfahrt";"9,20";"0,84";;"8,36";;"9,20";;;"SIGNIERT Gespeichert ";""
"700 ";" 0576";"25.05.2025 18:46";"Barbeleg";"  ";"Personenfahrt";"26,50";"2,41";;"24,09";;"26,50";;;"SIGNIERT Gespeichert ";""
"700 ";" 0577";"25.05.2025 20:12";"Pinpad-Zahlung";"Pinpad EuroCard 846503";"Personenfahrt";"25,00";"2,27";;"22,73";;"25,00";;;"SIGNIERT Exportiert ";""
"700 ";" 0578";"25.05.2025 20:48";"Pinpad-Zahlung";"Pinpad EuroCard R86643";"Personenfahrt";"60,00";"5,45";;"54,55";;"60,00";;;"SIGNIERT Exportiert ";""
"700 ";" 0579";"25.05.2025 22:15";"Barbeleg";"  ";"Personenfahrt";"20,10";"1,83";;"18,27";;"20,10";;;"SIGNIERT Gespeichert ";""
"700 ";" 0580";"25.05.2025 22:39";"Barbeleg";"  ";"Personenfahrt";"8,20";"0,75";;"7,45";;"8,20";;;"SIGNIERT Gespeichert ";""
"700 ";" 0581";"25.05.2025 23:08";"Barbeleg";"  ";"Personenfahrt";"10,40";"0,95";;"9,45";;"10,40";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0781";"19.05.2025 08:11";"Barbeleg";"  ";"Personenfahrt";"13,80";"1,25";;"12,55";;"13,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0782";"19.05.2025 08:48";"Pinpad-Zahlung";"Pinpad EuroCard 461939";"Personenfahrt";"17,50";"1,59";;"15,91";;"17,50";;;"SIGNIERT Exportiert ";""
"6667 ";" 0783";"19.05.2025 09:42";"Pinpad-Zahlung";"Pinpad EuroCard 094228";"Personenfahrt";"15,00";"1,36";;"13,64";;"15,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0784";"19.05.2025 10:30";"Barbeleg";"  ";"Personenfahrt";"8,00";"0,73";;"7,27";;"8,00";;;"SIGNIERT - Ersatzbeleg nacherfasst Gespeichert ";""
"6667 ";" 0785";"19.05.2025 12:53";"Barbeleg";"  ";"Personenfahrt";"9,60";"0,87";;"8,73";;"9,60";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0786";"19.05.2025 13:29";"Barbeleg";"  ";"Personenfahrt";"22,00";"2,00";;"20,00";;"22,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0787";"20.05.2025 08:49";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,82";;"18,18";;"20,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0788";"20.05.2025 10:47";"Barbeleg";"  ";"Personenfahrt";"23,00";"2,09";;"20,91";;"23,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0789";"20.05.2025 11:18";"Pinpad-Zahlung";"Pinpad EuroCard 965549";"Botenfahrt";"21,80";;"3,63";"18,17";;"21,80";;;"SIGNIERT Exportiert ";""
"6667 ";" 0790";"20.05.2025 13:26";"Pinpad-Zahlung";"Pinpad EuroCard 611691";"Personenfahrt";"13,00";"1,18";;"11,82";;"13,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0791";"20.05.2025 13:56";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0792";"20.05.2025 14:54";"Pinpad-Zahlung";"Pinpad EuroCard 199761";"Personenfahrt";"23,00";"2,09";;"20,91";;"23,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0793";"20.05.2025 16:50";"Barbeleg";"  ";"Personenfahrt";"18,80";"1,71";;"17,09";;"18,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0794";"20.05.2025 17:40";"Pinpad-Zahlung";"Pinpad EuroCard 709443";"Personenfahrt";"18,10";"1,65";;"16,45";;"18,10";;;"SIGNIERT Exportiert ";""
"6667 ";" 0795";"21.05.2025 07:46";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0796";"21.05.2025 10:25";"Barbeleg";"  ";"Personenfahrt";"28,00";"2,55";;"25,45";;"28,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0797";"21.05.2025 10:52";"Barbeleg";"  ";"Botenfahrt";"21,80";;"3,63";"18,17";;"21,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0798";"21.05.2025 12:51";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0799";"21.05.2025 13:45";"Barbeleg";"  ";"Personenfahrt";"19,20";"1,75";;"17,45";;"19,20";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0800";"21.05.2025 14:07";"Barbeleg";"  ";"Personenfahrt";"15,20";"1,38";;"13,82";;"15,20";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0801";"21.05.2025 14:21";"Barbeleg";"  ";"Personenfahrt";"9,40";"0,85";;"8,55";;"9,40";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0802";"22.05.2025 08:40";"Pinpad-Zahlung";"Pinpad EuroCard 972487";"Personenfahrt";"39,00";"3,55";;"35,45";;"39,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0803";"22.05.2025 08:53";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0804";"22.05.2025 09:25";"Barbeleg";"  ";"Botenfahrt";"25,80";;"4,30";"21,50";;"25,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0805";"22.05.2025 09:51";"Pinpad-Zahlung";"Pinpad EuroCard 664121";"Personenfahrt";"26,00";"2,36";;"23,64";;"26,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0806";"22.05.2025 10:34";"Barbeleg";"  ";"Personenfahrt";"15,00";"1,36";;"13,64";;"15,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0807";"22.05.2025 11:29";"Barbeleg";"  ";"Personenfahrt";"15,40";"1,40";;"14,00";;"15,40";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0808";"22.05.2025 12:13";"Barbeleg";"  ";"Personenfahrt";"26,00";"2,36";;"23,64";;"26,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0809";"22.05.2025 12:57";"Barbeleg";"  ";"Personenfahrt";"15,00";"1,36";;"13,64";;"15,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0810";"22.05.2025 13:50";"Barbeleg";"  ";"Personenfahrt";"1420,00";"129,09";;"1290,91";;"1420,00";;;"SIGNIERT Storniert 26.05.25 21:20";"falsch eingabe"
"6667 ";" 0811";"22.05.2025 14:13";"Pinpad-Zahlung";"Pinpad EuroCard 641328";"Personenfahrt";"14,00";"1,27";;"12,73";;"14,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0812";"22.05.2025 15:07";"Pinpad-Zahlung";"Pinpad EuroCard 008113";"Personenfahrt";"35,00";"3,18";;"31,82";;"35,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0813";"22.05.2025 16:45";"Barbeleg";"  ";"Personenfahrt";"11,10";"1,01";;"10,09";;"11,10";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0814";"22.05.2025 17:08";"Pinpad-Zahlung";"Pinpad EuroCard 085684";"Personenfahrt";"16,00";"1,45";;"14,55";;"16,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0815";"22.05.2025 17:33";"Barbeleg";"  ";"Personenfahrt";"22,00";"2,00";;"20,00";;"22,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0816";"23.05.2025 08:34";"Barbeleg";"  ";"Personenfahrt";"11,20";"1,02";;"10,18";;"11,20";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0817";"23.05.2025 09:30";"Pinpad-Zahlung";"Pinpad Diners 009516";"Personenfahrt";"22,00";"2,00";;"20,00";;"22,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0818";"23.05.2025 10:49";"Pinpad-Zahlung";"Pinpad VISA 066898";"Botenfahrt";"38,00";;"6,33";"31,67";;"38,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0819";"23.05.2025 12:12";"Barbeleg";"  ";"Personenfahrt";"10,40";"0,95";;"9,45";;"10,40";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0820";"23.05.2025 12:47";"Barbeleg";"  ";"Personenfahrt";"22,60";"2,05";;"20,55";;"22,60";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0821";"23.05.2025 14:02";"Barbeleg";"  ";"Personenfahrt";"18,00";"1,64";;"16,36";;"18,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0822";"23.05.2025 14:34";"Barbeleg";"  ";"Personenfahrt";"12,40";"1,13";;"11,27";;"12,40";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0823";"23.05.2025 14:58";"PaymentService-Zahlung";"APP-PAYMENT 4010V1885362";"Personenfahrt";"10,90";"0,99";;"9,91";;"10,90";;;"SIGNIERT Exportiert ";""
"6667 ";" 0824";"23.05.2025 16:31";"Barbeleg";"  ";"Personenfahrt";"19,80";"1,80";;"18,00";;"19,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0825";"23.05.2025 16:49";"Barbeleg";"  ";"Personenfahrt";"9,90";"0,90";;"9,00";;"9,90";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0826";"23.05.2025 17:10";"PaymentService-Zahlung";"APP-PAYMENT 4010V1885530";"Personenfahrt";"14,49";"1,15";;"11,45";"1,89";"14,49";;;"SIGNIERT Exportiert ";""
"6667 ";" 0827";"23.05.2025 18:08";"PaymentService-Zahlung";"APP-PAYMENT 4010P1885641";"Personenfahrt";"24,00";"1,97";;"19,73";"2,30";"24,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0828";"24.05.2025 11:38";"Barbeleg";"  ";"Personenfahrt";"20,20";"1,84";;"18,36";;"20,20";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0829";"24.05.2025 14:01";"Pinpad-Zahlung";"Pinpad EuroCard 460898";"Personenfahrt";"34,00";"3,09";;"30,91";;"34,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0830";"24.05.2025 17:37";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,27";;"22,73";;"25,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0831";"24.05.2025 18:29";"Barbeleg";"  ";"Personenfahrt";"22,80";"2,07";;"20,73";;"22,80";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0832";"24.05.2025 18:56";"PaymentService-Zahlung";"APP-PAYMENT 4010V1886966";"Personenfahrt";"13,50";"1,23";;"12,27";;"13,50";;;"SIGNIERT Exportiert ";""
"6667 ";" 0833";"25.05.2025 10:24";"Barbeleg";"  ";"Personenfahrt";"21,90";"1,99";;"19,91";;"21,90";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0834";"25.05.2025 10:42";"Pinpad-Zahlung";"Pinpad VISA 08238C";"Personenfahrt";"29,70";"2,70";;"27,00";;"29,70";;;"SIGNIERT Exportiert ";""
"6667 ";" 0835";"25.05.2025 11:12";"Barbeleg";"  ";"Personenfahrt";"22,90";"2,08";;"20,82";;"22,90";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0836";"25.05.2025 12:22";"Pinpad-Zahlung";"Pinpad EuroCard 529326";"Personenfahrt";"14,00";"1,27";;"12,73";;"14,00";;;"SIGNIERT Exportiert ";""
"6667 ";" 0837";"25.05.2025 12:49";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0838";"25.05.2025 13:25";"Barbeleg";"  ";"Personenfahrt";"13,30";"1,21";;"12,09";;"13,30";;;"SIGNIERT Gespeichert ";""
"6667 ";" 0839";"25.05.2025 14:48";"Barbeleg";"  ";"Personenfahrt";"29,00";"2,64";;"26,36";;"29,00";;;"SIGNIERT Gespeichert ";""
"595BTX ";" 0013";"20.05.2025 19:14";"Monatsabschluss";"  ";"";"0,00";;;;;;;;"SIGNIERT Gespeichert ";"MONATSABSCHLUSSBELEG 2025/4"
"595BTX ";" 0014";"20.05.2025 19:43";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"595BTX ";" 0015";"20.05.2025 19:56";"Barbeleg";"  ";"Personenfahrt";"1,00";"0,09";;"0,91";;"1,00";;;"SIGNIERT Gespeichert ";""
"594BTX ";" 0027";"22.05.2025 15:01";"Barbeleg";"  ";"Personenfahrt";"16,00";"1,45";;"14,55";;"16,00";;;"SIGNIERT Gespeichert ";""
